========================================
FPGA-FRIENDLY NETWORK (256-128-64)
Enhanced with lagged features & time index
========================================

Input features: 21 (lag=20 + time index)
Samples after lagging: 116381
Data split: Train=81466, Val=17457, Test=17458

Training Configuration:
  Optimizer: SGDM (momentum 0.9)
  Max epochs: 800
  L2 regularization: 0.0001

=== Starting Training ===
Training on single CPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |     RMSE     |     RMSE     |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|     610 |       48180 |       00:12:07 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     611 |       48210 |       00:12:07 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     611 |       48240 |       00:12:08 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     612 |       48270 |       00:12:08 |         0.05 |         0.06 |       0.0013 |       0.0015 |          0.0012 |
|     612 |       48300 |       00:12:09 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     612 |       48330 |       00:12:09 |         0.05 |         0.06 |       0.0013 |       0.0015 |          0.0012 |
|     613 |       48360 |       00:12:10 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     613 |       48390 |       00:12:10 |         0.06 |         0.06 |       0.0017 |       0.0015 |          0.0012 |
|     613 |       48420 |       00:12:11 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     614 |       48450 |       00:12:11 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     614 |       48480 |       00:12:12 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     615 |       48510 |       00:12:12 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     615 |       48540 |       00:12:13 |         0.06 |         0.06 |       0.0018 |       0.0015 |          0.0012 |
|     615 |       48570 |       00:12:13 |         0.06 |         0.06 |       0.0017 |       0.0015 |          0.0012 |
|     616 |       48600 |       00:12:13 |         0.06 |         0.06 |       0.0017 |       0.0015 |          0.0012 |
|     616 |       48630 |       00:12:14 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     616 |       48660 |       00:12:14 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     617 |       48690 |       00:12:15 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     617 |       48720 |       00:12:15 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     618 |       48750 |       00:12:16 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     618 |       48780 |       00:12:16 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     618 |       48810 |       00:12:17 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     619 |       48840 |       00:12:17 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     619 |       48870 |       00:12:17 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     619 |       48900 |       00:12:18 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     620 |       48930 |       00:12:18 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     620 |       48960 |       00:12:19 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     621 |       48990 |       00:12:19 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     621 |       49020 |       00:12:20 |         0.06 |         0.06 |       0.0018 |       0.0015 |          0.0012 |
|     621 |       49050 |       00:12:20 |         0.05 |         0.06 |       0.0013 |       0.0015 |          0.0012 |
|     622 |       49080 |       00:12:21 |         0.06 |         0.06 |       0.0017 |       0.0015 |          0.0012 |
|     622 |       49110 |       00:12:21 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     623 |       49140 |       00:12:21 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     623 |       49170 |       00:12:22 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     623 |       49200 |       00:12:23 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     624 |       49230 |       00:12:23 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     624 |       49260 |       00:12:23 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     624 |       49290 |       00:12:24 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     625 |       49320 |       00:12:25 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     625 |       49350 |       00:12:25 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     626 |       49380 |       00:12:25 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     626 |       49410 |       00:12:26 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     626 |       49440 |       00:12:26 |         0.05 |         0.06 |       0.0013 |       0.0015 |          0.0012 |
|     627 |       49470 |       00:12:27 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     627 |       49500 |       00:12:27 |         0.05 |         0.06 |       0.0013 |       0.0015 |          0.0012 |
|     627 |       49530 |       00:12:28 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     628 |       49560 |       00:12:28 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     628 |       49590 |       00:12:29 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     629 |       49620 |       00:12:29 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     629 |       49650 |       00:12:30 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     629 |       49680 |       00:12:30 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     630 |       49710 |       00:12:31 |         0.05 |         0.06 |       0.0013 |       0.0015 |          0.0012 |
|     630 |       49740 |       00:12:31 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     630 |       49770 |       00:12:32 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     631 |       49800 |       00:12:32 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     631 |       49830 |       00:12:33 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     632 |       49860 |       00:12:33 |         0.06 |         0.06 |       0.0017 |       0.0015 |          0.0012 |
|     632 |       49890 |       00:12:33 |         0.06 |         0.06 |       0.0018 |       0.0015 |          0.0012 |
|     632 |       49920 |       00:12:34 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     633 |       49950 |       00:12:34 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     633 |       49980 |       00:12:35 |         0.06 |         0.06 |       0.0017 |       0.0015 |          0.0012 |
|     634 |       50010 |       00:12:35 |         0.06 |         0.06 |       0.0017 |       0.0015 |          0.0012 |
|     634 |       50040 |       00:12:36 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     634 |       50070 |       00:12:36 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     635 |       50100 |       00:12:37 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     635 |       50130 |       00:12:37 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     635 |       50160 |       00:12:37 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     636 |       50190 |       00:12:38 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     636 |       50220 |       00:12:38 |         0.05 |         0.06 |       0.0013 |       0.0015 |          0.0012 |
|     637 |       50250 |       00:12:39 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     637 |       50280 |       00:12:39 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     637 |       50310 |       00:12:40 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     638 |       50340 |       00:12:40 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     638 |       50370 |       00:12:41 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     638 |       50400 |       00:12:41 |         0.06 |         0.06 |       0.0017 |       0.0015 |          0.0012 |
|     639 |       50430 |       00:12:42 |         0.06 |         0.06 |       0.0018 |       0.0015 |          0.0012 |
|     639 |       50460 |       00:12:42 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     640 |       50490 |       00:12:43 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     640 |       50520 |       00:12:43 |         0.06 |         0.06 |       0.0017 |       0.0015 |          0.0012 |
|     640 |       50550 |       00:12:44 |         0.05 |         0.06 |       0.0013 |       0.0015 |          0.0012 |
|     641 |       50580 |       00:12:44 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     641 |       50610 |       00:12:45 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     642 |       50640 |       00:12:45 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     642 |       50670 |       00:12:46 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     642 |       50700 |       00:12:46 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     643 |       50730 |       00:12:47 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     643 |       50760 |       00:12:47 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     643 |       50790 |       00:12:48 |         0.06 |         0.06 |       0.0017 |       0.0015 |          0.0012 |
|     644 |       50820 |       00:12:48 |         0.05 |         0.06 |       0.0013 |       0.0015 |          0.0012 |
|     644 |       50850 |       00:12:49 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     645 |       50880 |       00:12:49 |         0.05 |         0.06 |       0.0013 |       0.0015 |          0.0012 |
|     645 |       50910 |       00:12:50 |         0.06 |         0.06 |       0.0017 |       0.0015 |          0.0012 |
|     645 |       50940 |       00:12:50 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     646 |       50970 |       00:12:51 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     646 |       51000 |       00:12:52 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     646 |       51030 |       00:12:52 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     647 |       51060 |       00:12:53 |         0.05 |         0.06 |       0.0013 |       0.0015 |          0.0012 |
|     647 |       51090 |       00:12:53 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     648 |       51120 |       00:12:54 |         0.06 |         0.06 |       0.0017 |       0.0015 |          0.0012 |
|     648 |       51150 |       00:12:54 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     648 |       51180 |       00:12:55 |         0.05 |         0.06 |       0.0013 |       0.0015 |          0.0012 |
|     649 |       51210 |       00:12:55 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     649 |       51240 |       00:12:55 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     649 |       51270 |       00:12:56 |         0.06 |         0.06 |       0.0017 |       0.0015 |          0.0012 |
|     650 |       51300 |       00:12:56 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     650 |       51330 |       00:12:57 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     651 |       51360 |       00:12:57 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     651 |       51390 |       00:12:58 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     651 |       51420 |       00:12:58 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     652 |       51450 |       00:12:59 |         0.06 |         0.06 |       0.0017 |       0.0015 |          0.0012 |
|     652 |       51480 |       00:12:59 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     653 |       51510 |       00:13:00 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     653 |       51540 |       00:13:00 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     653 |       51570 |       00:13:01 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     654 |       51600 |       00:13:01 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     654 |       51630 |       00:13:02 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     654 |       51660 |       00:13:02 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     655 |       51690 |       00:13:03 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     655 |       51720 |       00:13:03 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     656 |       51750 |       00:13:04 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     656 |       51780 |       00:13:04 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     656 |       51810 |       00:13:05 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     657 |       51840 |       00:13:05 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     657 |       51870 |       00:13:06 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     657 |       51900 |       00:13:06 |         0.06 |         0.06 |       0.0017 |       0.0015 |          0.0012 |
|     658 |       51930 |       00:13:07 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     658 |       51960 |       00:13:07 |         0.05 |         0.06 |       0.0013 |       0.0015 |          0.0012 |
|     659 |       51990 |       00:13:08 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     659 |       52020 |       00:13:08 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     659 |       52050 |       00:13:09 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     660 |       52080 |       00:13:09 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     660 |       52110 |       00:13:10 |         0.05 |         0.06 |       0.0013 |       0.0015 |          0.0012 |
|     660 |       52140 |       00:13:10 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     661 |       52170 |       00:13:11 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     661 |       52200 |       00:13:11 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     662 |       52230 |       00:13:12 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     662 |       52260 |       00:13:12 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     662 |       52290 |       00:13:13 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     663 |       52320 |       00:13:13 |         0.05 |         0.06 |       0.0013 |       0.0015 |          0.0012 |
|     663 |       52350 |       00:13:14 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     664 |       52380 |       00:13:14 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     664 |       52410 |       00:13:14 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     664 |       52440 |       00:13:15 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     665 |       52470 |       00:13:15 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     665 |       52500 |       00:13:16 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     665 |       52530 |       00:13:16 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     666 |       52560 |       00:13:17 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     666 |       52590 |       00:13:17 |         0.06 |         0.06 |       0.0018 |       0.0015 |          0.0012 |
|     667 |       52620 |       00:13:18 |         0.05 |         0.06 |       0.0013 |       0.0015 |          0.0012 |
|     667 |       52650 |       00:13:18 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     667 |       52680 |       00:13:19 |         0.05 |         0.06 |       0.0013 |       0.0015 |          0.0012 |
|     668 |       52710 |       00:13:19 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     668 |       52740 |       00:13:20 |         0.06 |         0.06 |       0.0017 |       0.0015 |          0.0012 |
|     668 |       52770 |       00:13:20 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     669 |       52800 |       00:13:21 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     669 |       52830 |       00:13:21 |         0.06 |         0.06 |       0.0017 |       0.0015 |          0.0012 |
|     670 |       52860 |       00:13:21 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     670 |       52890 |       00:13:22 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     670 |       52920 |       00:13:22 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     671 |       52950 |       00:13:23 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     671 |       52980 |       00:13:23 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     672 |       53010 |       00:13:24 |         0.05 |         0.05 |       0.0013 |       0.0015 |          0.0012 |
|     672 |       53040 |       00:13:24 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     672 |       53070 |       00:13:24 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     673 |       53100 |       00:13:25 |         0.06 |         0.06 |       0.0019 |       0.0015 |          0.0012 |
|     673 |       53130 |       00:13:25 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     673 |       53160 |       00:13:26 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     674 |       53190 |       00:13:26 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     674 |       53220 |       00:13:27 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     675 |       53250 |       00:13:27 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     675 |       53280 |       00:13:28 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     675 |       53310 |       00:13:28 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     676 |       53340 |       00:13:29 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     676 |       53370 |       00:13:29 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     676 |       53400 |       00:13:30 |         0.06 |         0.06 |       0.0018 |       0.0015 |          0.0012 |
|     677 |       53430 |       00:13:30 |         0.06 |         0.05 |       0.0017 |       0.0015 |          0.0012 |
|     677 |       53460 |       00:13:31 |         0.05 |         0.06 |       0.0013 |       0.0015 |          0.0012 |
|     678 |       53490 |       00:13:31 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     678 |       53520 |       00:13:32 |         0.06 |         0.05 |       0.0018 |       0.0015 |          0.0012 |
|     678 |       53550 |       00:13:32 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     679 |       53580 |       00:13:33 |         0.06 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     679 |       53610 |       00:13:33 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     679 |       53640 |       00:13:34 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     680 |       53670 |       00:13:34 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     680 |       53700 |       00:13:34 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     681 |       53730 |       00:13:35 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     681 |       53760 |       00:13:35 |         0.06 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     681 |       53790 |       00:13:36 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     682 |       53820 |       00:13:36 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     682 |       53850 |       00:13:37 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     683 |       53880 |       00:13:37 |         0.06 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     683 |       53910 |       00:13:38 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     683 |       53940 |       00:13:38 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     684 |       53970 |       00:13:39 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     684 |       54000 |       00:13:39 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     684 |       54030 |       00:13:40 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     685 |       54060 |       00:13:40 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     685 |       54090 |       00:13:41 |         0.06 |         0.06 |       0.0016 |       0.0015 |          0.0012 |
|     686 |       54120 |       00:13:41 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     686 |       54150 |       00:13:42 |         0.05 |         0.06 |       0.0014 |       0.0015 |          0.0012 |
|     686 |       54180 |       00:13:42 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     687 |       54210 |       00:13:43 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     687 |       54240 |       00:13:43 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     687 |       54270 |       00:13:43 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     688 |       54300 |       00:13:44 |         0.06 |         0.05 |       0.0017 |       0.0015 |          0.0012 |
|     688 |       54330 |       00:13:44 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     689 |       54360 |       00:13:45 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     689 |       54390 |       00:13:45 |         0.06 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     689 |       54420 |       00:13:46 |         0.06 |         0.05 |       0.0017 |       0.0015 |          0.0012 |
|     690 |       54450 |       00:13:46 |         0.06 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     690 |       54480 |       00:13:46 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     690 |       54510 |       00:13:47 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     691 |       54540 |       00:13:47 |         0.06 |         0.05 |       0.0018 |       0.0015 |          0.0012 |
|     691 |       54570 |       00:13:48 |         0.05 |         0.05 |       0.0013 |       0.0015 |          0.0012 |
|     692 |       54600 |       00:13:48 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     692 |       54630 |       00:13:49 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     692 |       54660 |       00:13:49 |         0.05 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     693 |       54690 |       00:13:50 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     693 |       54720 |       00:13:50 |         0.06 |         0.06 |       0.0015 |       0.0015 |          0.0012 |
|     694 |       54750 |       00:13:50 |         0.05 |         0.05 |       0.0013 |       0.0015 |          0.0012 |
|     694 |       54780 |       00:13:51 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     694 |       54810 |       00:13:51 |         0.06 |         0.05 |       0.0017 |       0.0015 |          0.0012 |
|     695 |       54840 |       00:13:52 |         0.06 |         0.05 |       0.0017 |       0.0015 |          0.0012 |
|     695 |       54870 |       00:13:52 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     695 |       54900 |       00:13:53 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     696 |       54930 |       00:13:53 |         0.05 |         0.05 |       0.0013 |       0.0015 |          0.0012 |
|     696 |       54960 |       00:13:54 |         0.06 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     697 |       54990 |       00:13:54 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     697 |       55020 |       00:13:55 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     697 |       55050 |       00:13:55 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     698 |       55080 |       00:13:55 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     698 |       55110 |       00:13:56 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     698 |       55140 |       00:13:56 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     699 |       55170 |       00:13:57 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     699 |       55200 |       00:13:57 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     700 |       55230 |       00:13:58 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     700 |       55260 |       00:13:58 |         0.06 |         0.05 |       0.0018 |       0.0015 |          0.0012 |
|     700 |       55290 |       00:13:58 |         0.05 |         0.05 |       0.0013 |       0.0015 |          0.0012 |
|     701 |       55320 |       00:13:59 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     701 |       55350 |       00:13:59 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     702 |       55380 |       00:14:00 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     702 |       55410 |       00:14:00 |         0.06 |         0.05 |       0.0017 |       0.0015 |          0.0012 |
|     702 |       55440 |       00:14:01 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     703 |       55470 |       00:14:01 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     703 |       55500 |       00:14:01 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     703 |       55530 |       00:14:02 |         0.06 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     704 |       55560 |       00:14:02 |         0.05 |         0.05 |       0.0013 |       0.0015 |          0.0012 |
|     704 |       55590 |       00:14:03 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     705 |       55620 |       00:14:03 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     705 |       55650 |       00:14:04 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     705 |       55680 |       00:14:04 |         0.06 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     706 |       55710 |       00:14:05 |         0.06 |         0.05 |       0.0017 |       0.0015 |          0.0012 |
|     706 |       55740 |       00:14:05 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     706 |       55770 |       00:14:06 |         0.06 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     707 |       55800 |       00:14:06 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     707 |       55830 |       00:14:06 |         0.05 |         0.05 |       0.0013 |       0.0015 |          0.0012 |
|     708 |       55860 |       00:14:07 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     708 |       55890 |       00:14:07 |         0.05 |         0.05 |       0.0013 |       0.0015 |          0.0012 |
|     708 |       55920 |       00:14:08 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     709 |       55950 |       00:14:08 |         0.06 |         0.05 |       0.0017 |       0.0015 |          0.0012 |
|     709 |       55980 |       00:14:09 |         0.05 |         0.05 |       0.0013 |       0.0015 |          0.0012 |
|     709 |       56010 |       00:14:09 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     710 |       56040 |       00:14:09 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
